,Id,Label,Degree,Pageranks,Eigencentrality,Package,FinalRiskScore
12476,12476,torch-optimizer-0.3.0,3,0.00004,0.00046,torch-optimizer,0.680294052
12477,12477,pytorch-ranger-0.1.1,2,0.000052,0.00048,pytorch-ranger,0.668542504
12478,12478,google-cloud-logging-handler-1.3,1,0.000035,0,google-cloud-logging-handler,0.832155519
12479,12479,google-apitools-dataflow-v1b3-0.5.16.20171003,3,0.000035,0,google-apitools-dataflow-v b,0.729794431
12480,12480,hnccorr-2020.5.1,8,0.000035,0,hnccorr,0.820650718
12481,12481,closure-problem-2020.5.2,3,0.000039,0.00046,closure-problem,0.82062979
12482,12482,sparsecomputation-2019.6.3,5,0.000039,0.00046,sparsecomputation,0.738721739
12483,12483,pseudoflow-2022.12.0,1,0.000051,0.00048,pseudoflow,0.812015806
12484,12484,hdlib-0.1.0,1,0.000035,0,hdlib,0.831915559
12485,12485,gps-time-2.8.8,3,0.000035,0,gps-time,0.675355087
12486,12486,greatday-1.0.0,14,0.000035,0,greatday,0.831763707
12487,12487,bolton-clack-0.3.4,6,0.000037,0.00046,bolton-clack,0.831557533
12488,12488,bolton-eris-0.2.3,8,0.000128,0.00237,bolton-eris,0.831753732
12489,12489,bolton-logrus-0.1.0,4,0.000043,0.00094,bolton-logrus,0.831841863
12490,12490,bolton-metaman-0.1.2,4,0.000102,0.00201,bolton-metaman,0.831807947
12491,12491,bolton-typist-0.2.0,5,0.000106,0.00246,bolton-typist,0.83179771
12492,12492,magodo-1.1.1,4,0.000037,0.00046,magodo,0.831445781
12493,12493,potoroo-0.4.1,2,0.000037,0.00046,potoroo,0.831733308
12494,12494,sqlalchemy-1.4.35,3,0.000048,0.00094,sqlalchemy,0.223702889
12495,12495,sqlmodel-0.0.8,4,0.000037,0.00046,sqlmodel,0.659033547
12496,12496,vimala-0.1.2,3,0.000037,0.00046,vimala,0.758411064
12497,12497,bolton-ion-0.1.0,1,0.000071,0.00057,bolton-ion,0.831841841
12498,12498,sqlalchemy2-stubs-0.0.2a33,2,0.000045,0.00048,sqlalchemy -stubs- a,0.671641247
12499,12499,bolton-proctor-0.2.2,2,0.000051,0.00048,bolton-proctor,0.831796721
12500,12500,gtfsutils-0.0.5,4,0.000035,0,gtfsutils,0.675638059
12501,12501,h2o-pysparkling-3-2-3.40.0.2-1,3,0.000035,0,h o-pysparkling- - -,0.671641247
12502,12502,hangar-0.5.2,11,0.000035,0,hangar,0.932873748
12503,12503,blosc-1.11.1,1,0.000038,0.00046,blosc,0.638203263
12504,12504,honeycomb-sqlalchemy-1.0.0,2,0.000035,0,honeycomb-sqlalchemy,0.820818943
12505,12505,gtfs-kit-5.2.3,9,0.000035,0,gtfs-kit,0.694165264
12506,12506,json2html-1.3.0,1,0.000038,0.00046,json html,0.788455728
12507,12507,graphviz-managed-1.0.0,1,0.000035,0,graphviz-managed,0.695151164
12508,12508,h5sparse-0.1.0,4,0.000035,0,h sparse,0.668266266
12509,12509,git-whatsup-0.1.0,1,0.000035,0,git-whatsup,0.695178112
12510,12510,hivmmer-0.2.1,6,0.000035,0,hivmmer,0.709172196
12511,12511,gotify-message-0.2.1,1,0.000035,0,gotify-message,0.847617383
12512,12512,gofevaluation-0.1.1,4,0.000035,0,gofevaluation,0.663370495
12513,12513,grocker-8.0,6,0.000035,0,grocker,0.623542311
12514,12514,gs-dmarc-2.1.9,4,0.000035,0,gs-dmarc,0.662469884
12515,12515,publicsuffix-1.1.1,1,0.000042,0.00046,publicsuffix,0.789744498
12516,12516,goodlibs-0.1.1,7,0.000035,0,goodlibs,0.847634691
12517,12517,betterreads-0.4.2,5,0.000039,0.00046,betterreads,0.785722514
12518,12518,backports-datetime-fromisoformat-2.0.0,1,0.000043,0.00048,backports-datetime-fromisoformat,0.832154774
12519,12519,h3pandas-0.2.4,6,0.000035,0,h pandas,0.822064391
12520,12520,h3-3.7.6,2,0.000048,0.00094,h,0.969386084
12521,12521,google-python-sdk-1.0.0,1,0.000035,0,google-python-sdk,0.847083815
12522,12522,hydra-python-core-0.3.1,2,0.000035,0,hydra-python-core,0.628714917
12523,12523,sphinx-3.1.2,17,0.00005,0.00046,sphinx,0.46890645
12524,12524,google-cloud-dms-1.6.2,3,0.000035,0,google-cloud-dms,0.789674232
12525,12525,hpnapy-1.0.7,3,0.000035,0,hpnapy,0.691211091
12526,12526,hundlab-mat-1.0,9,0.000035,0,hundlab-mat,0.831920064
12527,12527,guvicorn-logger-0.1.16,3,0.000035,0,guvicorn-logger,0.82063079
12528,12528,asgi-correlation-id-4.1.0,2,0.000045,0.00046,asgi-correlation-id,0.641685339
12529,12529,gsc-libpythonpro-0.2,1,0.000035,0,gsc-libpythonpro,0.821015684
12530,12530,huaweicloudsdkmrs-3.1.36,1,0.000035,0,huaweicloudsdkmrs,0.804220262
12531,12531,gym-tool-use-1.0.0,3,0.000035,0,gym-tool-use,0.812349112
12532,12532,hcsc-0.0.17,2,0.000035,0,hcsc,0.847580967
12533,12533,hole-c-lexer-1.0.1,1,0.000035,0,hole-c-lexer,0.847606903
12534,12534,hosting-benchmark-0.0.6,3,0.000035,0,hosting-benchmark,0.836531786
12535,12535,huo-0.1.0,1,0.000035,0,huo,0.695213091
12536,12536,gym-cube-1.0.5,3,0.000035,0,gym-cube,0.711246882
12537,12537,hachiko-bapu-0.1.8,4,0.000035,0,hachiko-bapu,0.710781535
12538,12538,sf2utils-0.9.0,1,0.000042,0.00046,sf utils,0.671641247
12539,12539,srt-3.5.3,1,0.000042,0.00046,srt,0.731817321
12540,12540,git-ws-0.13.0,6,0.000035,0,git-ws,0.820602448
12541,12541,humo-utils-0.7,27,0.000035,0,humo-utils,0.832060618
12542,12542,arrow-1.2.2,2,0.000036,0.00046,arrow,0.659191871
12543,12543,importlib-metadata-4.12.0,3,0.000039,0.00094,importlib-metadata,0.738331031
12544,12544,keyring-23.6.0,4,0.000039,0.00094,keyring,0.843216525
12545,12545,pkginfo-1.8.3,2,0.000039,0.00094,pkginfo,0.812281158
12546,12546,pymupdf-1.20.1,1,0.000036,0.00046,pymupdf,0.676604336
12547,12547,readme-renderer-35.0,5,0.000039,0.00094,readme-renderer,0.612990947
12548,12548,twine-4.0.1,10,0.000036,0.00046,twine,0.627062931
12549,12549,xlsxwriter-3.0.3,1,0.000036,0.00046,xlsxwriter,0.659347157
12550,12550,humanframework-0.6.2,5,0.000035,0,humanframework,0.831671527
12551,12551,diskcache-4.0.0,1,0.000041,0.00046,diskcache,0.75220722
12552,12552,jinja2-2.10.1,2,0.000041,0.00046,jinja,0.785435104
12553,12553,python-dotenv-0.10.3,1,0.000041,0.00046,python-dotenv,0.580229603
12554,12554,gns3-server-2.2.38,11,0.000035,0,gns -server,0.539855734
12555,12555,html2docx-1.6.0,2,0.000035,0,html docx,0.930685938
12556,12556,grpc-google-cloud-language-v1beta1-0.11.1,3,0.000035,0,grpc-google-cloud-language-v beta,0.743585568
12557,12557,goarbf-0.0.1,1,0.000035,0,goarbf,0.68421819
12558,12558,google-search-api-1.1.14,7,0.000035,0,google-search-api,0.761957932
12559,12559,selenium-2.53.6,1,0.000039,0.00046,selenium,0.528159757
12560,12560,humilis-redshift-0.0.9,1,0.000035,0,humilis-redshift,0.832838274
12561,12561,gym-dmc-0.2.5,3,0.000035,0,gym-dmc,0.847299353
12562,12562,dm-control-1.0.11,16,0.000045,0.00046,dm-control,0.748539899
12563,12563,dm-env-1.6,4,0.000037,0.00048,dm-env,0.671641247
12564,12564,labmaze-1.0.6,4,0.000037,0.00048,labmaze,0.671641247
12565,12565,helios-scanner-1.1,5,0.000035,0,helios-scanner,0.831831823
12566,12566,gnomock-python-sdk-1.19.0,4,0.000035,0,gnomock-python-sdk,0.770951915
12567,12567,abstra-cli-0.20.1,7,0.000035,0,abstra-cli,0.65788961
12568,12568,gymmick-1.0.0,3,0.000035,0,gymmick,0.831835177
12569,12569,huawei-b593-status-0.0.2,2,0.000035,0,huawei-b -status,0.820660443
12570,12570,greetings-0.1.0,1,0.000035,0,greetings,0.831889709
12571,12571,gtnet-0.0.0,5,0.000035,0,gtnet,0.820767866
12572,12572,gpapi-0.4.4,3,0.000035,0,gpapi,0.781440905
12573,12573,haoda-0.0.20230106.dev1,2,0.000035,0,haoda- dev,0.671641247
12574,12574,gitvier-0.1.1,2,0.000035,0,gitvier,0.832019745
12575,12575,hermes-simulator-0.1.3b0,3,0.000035,0,hermes-simulator- b,0.671641247
12576,12576,mayavi-4.8.1,10,0.000045,0.00046,mayavi,0.582678731
12577,12577,poliastro-0.17.0,11,0.000045,0.00046,poliastro,0.576835509
12578,12578,apptools-5.2.0,5,0.000046,0.00096,apptools,0.859620665
12579,12579,envisage-7.0.3,6,0.000039,0.00048,envisage,0.609148905
12580,12580,helix-mockserver-client-1.0.4,3,0.000035,0,helix-mockserver-client,0.82788503
12581,12581,greenreactor-0.1.4,1,0.000035,0,greenreactor,0.831648895
12582,12582,hb-config-0.5.1,1,0.000035,0,hb-config,0.831306356
12583,12583,gsse-python-client-0.1.15,2,0.000035,0,gsse-python-client,0.712805103
12584,12584,grr-response-test-3.4.6.post7,9,0.000035,0,grr-response-test- post,0.671641247
12585,12585,flaky-3.7.0,1,0.000038,0.00046,flaky,0.761612184
12586,12586,pytest-7.2.1,7,0.000038,0.00046,pytest,0.456905797
12587,12587,responses-0.22.0,5,0.000038,0.00046,responses,0.572888303
12588,12588,types-toml-0.10.8.6,1,0.000043,0.00048,types-toml,0.54881735
12589,12589,haisweetviz-1.0.2,7,0.000035,0,haisweetviz,0.662610024
12590,12590,hlc-0.3.0,1,0.000035,0,hlc,0.831800314
12591,12591,i3cols-0.1.4,1,0.000035,0,i cols,0.695179092
12592,12592,hazma-1.1,9,0.000035,0,hazma,0.956771614
12593,12593,harrier-0.12.0,13,0.000035,0,harrier,0.819281812
12594,12594,aiohttp-devtools-1.0.post0,6,0.000037,0.00046,aiohttp-devtools- post,0.671641247
12595,12595,hydralit-components-1.0.10,4,0.000041,0.00046,hydralit-components,0.812995309
12596,12596,streamlit-1.21.0,25,0.000052,0.00094,streamlit,0.594815486
12597,12597,google-cloud-certificate-manager-1.4.2,3,0.000035,0,google-cloud-certificate-manager,0.811758683
12598,12598,hiplogging-2.0.0,1,0.000035,0,hiplogging,0.80037774
12599,12599,google-spreadsheet-py-0.0.1,1,0.000035,0,google-spreadsheet-py,0.812253996
12600,12600,hack-ip-1.0.8,6,0.000035,0,hack-ip,0.831667569
12601,12601,maxminddb-geolite2-2018.703,2,0.00004,0.00046,maxminddb-geolite,0.848558629
12602,12602,henson-database-0.5.0,2,0.000035,0,henson-database,0.675369373
12603,12603,graphdash-0.11.1,5,0.000035,0,graphdash,0.710520407
12604,12604,stop-words-2018.7.23,1,0.000041,0.00046,stop-words,0.717004062
12605,12605,homekeeper-5.1.0,1,0.000035,0,homekeeper,0.81989348
12606,12606,h2tinker-0.3,1,0.000035,0,h tinker,0.847589903
12607,12607,scapy-2.4.3,1,0.000065,0.00046,scapy,0.646791599
12608,12608,huaweicloudsdkoms-3.1.36,1,0.000035,0,huaweicloudsdkoms,0.803872988
12609,12609,iab-tcf-0.2.2,1,0.000035,0,iab-tcf,0.847452971
12610,12610,bitarray-hardbyte-2.3.8,1,0.000065,0.00046,bitarray-hardbyte,0.755130356
12611,12611,glacier-backup-1.2,1,0.000035,0,glacier-backup,0.711003293
12612,12612,helphelp-2.0.1,1,0.000035,0,helphelp,0.847628361
12613,12613,nestedtext-3.5,2,0.000065,0.00046,nestedtext,0.673250997
12614,12614,inform-1.28,3,0.00009,0.00048,inform,0.697748091
12615,12615,gtl-0.0.1,2,0.000035,0,gtl,0.691481304
12616,12616,fontparts-0.8.7,4,0.00005,0.00046,fontparts,0.609578925
12617,12617,gromacswrapper-0.8.4,4,0.000035,0,gromacswrapper,0.745274422
12618,12618,numkit-1.2.3,4,0.000042,0.00046,numkit,0.783251645
12619,12619,http-noah-0.2.1,3,0.000035,0,http-noah,0.822167737
12620,12620,hasy-tools-0.1.2,3,0.000035,0,hasy-tools,0.968323599
12621,12621,homeassistant-mpris-bridge-0.0.2,4,0.000035,0,homeassistant-mpris-bridge,0.820830121
12622,12622,asyncclick-8.1.3.4,1,0.000042,0.00046,asyncclick,0.523318972
12623,12623,gsimplify-0.1.17,7,0.000035,0,gsimplify,0.675248903
12624,12624,hankl-1.1.0,2,0.000035,0,hankl,0.847624119
12625,12625,gs-api-client-2.1.0,4,0.000035,0,gs-api-client,0.794373222
12626,12626,glorpen-docker-exporter-1.0.0,2,0.000035,0,glorpen-docker-exporter,0.847599492
12627,12627,glhooks-0.1.0,1,0.000035,0,glhooks,0.831735195
12628,12628,hydrolm-1.0.7,5,0.000035,0,hydrolm,0.848454315
12629,12629,hugdatafast-1.0.0,3,0.000035,0,hugdatafast,0.831673961
12630,12630,fastai-2.7.12,16,0.000045,0.00046,fastai,0.584740797
12631,12631,fastscore-1.10.3,10,0.000045,0.00046,fastscore,0.671641247
12632,12632,hive-nuclei-0.0.2,3,0.000035,0,hive-nuclei,0.847565199
12633,12633,httpdec-0.0.4,2,0.000035,0,httpdec,0.831900901
12634,12634,httper-0.0.1,1,0.000035,0,httper,0.820828654
12635,12635,hedgehog-pyvisa-sim-0.5,3,0.000035,0,hedgehog-pyvisa-sim,0.787217579
12636,12636,stringparser-0.6,1,0.000045,0.00046,stringparser,0.746783818
12637,12637,gramme-0.1.2,2,0.000035,0,gramme,0.675923134
12638,12638,google-i18n-address-2.5.2,1,0.000035,0,google-i n-address,0.776764018
12639,12639,hytek-parser-1.1.0,3,0.000035,0,hytek-parser,0.695211636
12640,12640,abstract-http-client-1.0.3,1,0.000035,0,abstract-http-client,0.695229342
12641,12641,hourly-0.3.19,4,0.000035,0,hourly,0.819691359
12642,12642,gitpython-3.1.18,2,0.000042,0.00046,gitpython,0.671641247
12643,12643,hydra-core-0.11.3,2,0.000042,0.00046,hydra-core,0.703524982
12644,12644,plotly-5.2.1,3,0.000042,0.00046,plotly,0.628840967
12645,12645,omegaconf-1.4.1,3,0.000071,0.00048,omegaconf,0.615846912
12646,12646,haplopy-0.1.0,3,0.000035,0,haplopy,0.711003595
12647,12647,hcs-grpc-client-0.20.0,2,0.000035,0,hcs-grpc-client,0.847579684
12648,12648,git-stats-all-0.0.1,1,0.000035,0,git-stats-all,0.831895708
12649,12649,growattrs232-1.0.0,1,0.000035,0,growattrs,0.695187241
12650,12650,gym-demo-0.2.2,4,0.000035,0,gym-demo,0.826601242
12651,12651,hass-auth-synology-0.4.28,1,0.000035,0,hass-auth-synology,0.81129194
12652,12652,homeassistant-2022.12.9,26,0.000065,0.00046,homeassistant,0.671641247
12653,12653,bcrypt-3.1.7,3,0.000037,0.00048,bcrypt,0.726182076
12654,12654,ciso8601-2.2.0,1,0.000037,0.00048,ciso,0.820260349
12655,12655,cryptography-38.0.3,2,0.000037,0.00048,cryptography,0.847395434
12656,12656,home-assistant-bluetooth-1.8.1,2,0.000037,0.00048,home-assistant-bluetooth,0.812112554
12657,12657,orjson-3.8.1,1,0.000037,0.00048,orjson,0.56776913
12658,12658,pip-22.3.1,1,0.000037,0.00048,pip,0.446073866
12659,12659,voluptuous-serialize-2.5.0,2,0.000037,0.00048,voluptuous-serialize,0.705004644
12660,12660,gw-sky-0.1.0,4,0.000035,0,gw-sky,0.831916264
12661,12661,hackcqooc-0.0.8,2,0.000035,0,hackcqooc,0.675572634
12662,12662,huaweicloudsdkkafka-3.1.36,1,0.000035,0,huaweicloudsdkkafka,0.802669392
12663,12663,huaweicloudsdkdbss-3.1.36,1,0.000035,0,huaweicloudsdkdbss,0.804475847
12664,12664,greedypy-0.0.6,8,0.000035,0,greedypy,0.83168816
12665,12665,gocli-0.9.22,17,0.000035,0,gocli,0.791948655
12666,12666,glom-20.5.0,4,0.000037,0.00046,glom,0.767553483
12667,12667,intervaltree-2.1.0,2,0.000037,0.00046,intervaltree,0.770199567
12668,12668,openpyxl-3.0.3,3,0.000037,0.00046,openpyxl,0.671641247
12669,12669,pygments-2.2.0,1,0.000037,0.00046,pygments,0.627188997
12670,12670,pysam-0.18.0,1,0.000037,0.00046,pysam,0.697125396
12671,12671,related-0.7.3,6,0.000039,0.00094,related,0.656638533
12672,12672,specd-0.8.3,16,0.000037,0.00046,specd,0.671641247
12673,12673,structlog-20.1.0,2,0.000037,0.00046,structlog,0.639746224
12674,12674,ujson-1.35,2,0.000051,0.00091,ujson,0.651022415
12675,12675,face-22.0.0,3,0.000064,0.00096,face,0.67497228
12676,12676,aiobravado-0.9.3,6,0.000037,0.00048,aiobravado,0.755609625
12677,12677,bravado-asyncio-1.0.0,4,0.000043,0.00096,bravado-asyncio,0.792808496
12678,12678,bravado-core-5.0.4,12,0.00005,0.00146,bravado-core,0.60017525
12679,12679,bravado-10.0.0,9,0.000055,0.00098,bravado,0.605274155
12680,12680,flask-swagger-ui-4.11.1,2,0.000037,0.00048,flask-swagger-ui,0.790177858
12681,12681,abimap-0.3.2,1,0.000035,0,abimap,0.694974682
12682,12682,graphkit-1.2.4,1,0.000035,0,graphkit,0.667906612
12683,12683,hexalattice-1.2.2,2,0.000035,0,hexalattice,0.832289944
12684,12684,goes16ci-0.1.3,8,0.000035,0,goes ci,0.794551842
12685,12685,hsreplay-1.15.0,4,0.000035,0,hsreplay,0.808724882
12686,12686,health-records-0.0.7,6,0.000035,0,health-records,0.847539251
12687,12687,itermplot-0.331,4,0.00004,0.00046,itermplot,0.789421219
12688,12688,highlander-one-0.2.2,2,0.000035,0,highlander-one,0.805826354
12689,12689,gr-currency-0.0.1,1,0.000035,0,gr-currency,0.711126221
12690,12690,ace-cream-0.4.post11,1,0.000035,0,ace-cream- post,0.671641247
12691,12691,glacierbackup-0.1.0,2,0.000035,0,glacierbackup,0.84693409
12692,12692,google-assistant-grpc-0.3.0,2,0.000035,0,google-assistant-grpc,0.631058555
12693,12693,google-cloud-ids-1.5.0,3,0.000035,0,google-cloud-ids,0.804641194
12694,12694,hp3478a-async-1.4.1,1,0.000035,0,hp a-async,0.695212616
12695,12695,himama-0.0.4,3,0.000035,0,himama,0.832054137
12696,12696,hypnotoad-0.5.2,10,0.000035,0,hypnotoad,0.661846808
12697,12697,boututils-0.1.10,5,0.000038,0.00046,boututils,0.678170414
12698,12698,optionsfactory-1.0.11,1,0.000038,0.00046,optionsfactory,0.694812461
12699,12699,qt-py-1.3.8,2,0.000038,0.00046,qt-py,0.743728224
12700,12700,types-pyside2-5.15.2.1.5,1,0.000067,0.00048,types-pyside,0.758447509
12701,12701,git-speed-1.1.1,1,0.000035,0,git-speed,0.831627934
12702,12702,i2a-1.3,2,0.000035,0,i a,0.820582309
12703,12703,hostscli-1.1.2,1,0.000035,0,hostscli,0.834215451
12704,12704,aberquota-1.1,2,0.000035,0,aberquota,0.83200289
12705,12705,google-deputy-api-python-client-0.0.1,6,0.000035,0,google-deputy-api-python-client,0.711010636
12706,12706,pytype-2023.4.11,11,0.00004,0.00046,pytype,0.678702986
12707,12707,importlab-0.8,2,0.000038,0.00048,importlab,0.783656528
12708,12708,networkx-2.8.3,2,0.000071,0.00096,networkx,0.754782163
12709,12709,google-cloud-gke-connect-gateway-0.8.2,3,0.000035,0,google-cloud-gke-connect-gateway,0.793798656
12710,12710,graphene-sqlalchemy-autocrud-0.0.2,2,0.000035,0,graphene-sqlalchemy-autocrud,0.847845227
12711,12711,hashidtools-1.0.2,11,0.000035,0,hashidtools,0.695200423
12712,12712,zc-intid-2.1.0,10,0.000038,0.00046,zc-intid,0.720879912
12713,12713,hpdb-4.0.5,3,0.000035,0,hpdb,0.710401033
12714,12714,hdt-2.3,1,0.000035,0,hdt,0.675299227
12715,12715,pybind11-2.2.4,1,0.000065,0.00046,pybind,0.699316373
12716,12716,guppi-1.0.0,2,0.000035,0,guppi,0.711118937
12717,12717,hotvect-2.0.0.dev0,2,0.000035,0,hotvect- dev,0.671641247
12718,12718,hydrocarbon-0.0.4,3,0.000035,0,hydrocarbon,0.684147265
12719,12719,greek-to-greeklish-0.0.8,1,0.000035,0,greek-to-greeklish,0.711825104
12720,12720,js2py-0.71,4,0.000065,0.00046,js py,0.755863364
12721,12721,gpsd-format-0.0.3,6,0.000035,0,gpsd-format,0.654484025
12722,12722,huaweicloudsdkvcm-3.1.36,1,0.000035,0,huaweicloudsdkvcm,0.804953919
12723,12723,gpxcat-0.1.0,1,0.000035,0,gpxcat,0.820860166
12724,12724,hubmap-api-py-client-0.0.9,1,0.000035,0,hubmap-api-py-client,0.690342471
12725,12725,hedwig-nest-0.1.8,3,0.000035,0,hedwig-nest,0.832796943
12726,12726,graphene-pydantic-0.4.0,2,0.000035,0,graphene-pydantic,0.633659789
12727,12727,graphipy-0.0.1,11,0.000035,0,graphipy,0.799340817
12728,12728,facebook-sdk-3.1.0,2,0.000038,0.00046,facebook-sdk,0.583607336
12729,12729,pytumblr-0.1.2,3,0.000038,0.00046,pytumblr,0.754804421
12730,12730,huaweicloudsdkdsc-3.1.36,1,0.000035,0,huaweicloudsdkdsc,0.804392773
12731,12731,hr-little-api-19.10.1,1,0.000035,0,hr-little-api,0.812353889
12732,12732,grooming-0.5,2,0.000035,0,grooming,0.847559317
12733,12733,word2number-1.1,1,0.00005,0.00046,word number,0.738632025
12734,12734,gravatarcontacts-cmenon12-1.0.5,6,0.000035,0,gravatarcontacts-cmenon,0.695079724
12735,12735,libgravatar-1.0.4,1,0.00004,0.00046,libgravatar,0.793270726
12736,12736,ab-test-0.1,2,0.000035,0,ab-test,0.831905621
12737,12737,gofile2-1.4.3,2,0.000035,0,gofile,0.83345533
12738,12738,googleanalyticsetl-0.6.0,5,0.000035,0,googleanalyticsetl,0.847484116
12739,12739,gnntf-0.0.20,5,0.000035,0,gnntf,0.710808355
12740,12740,gpxslicer-0.1.0,1,0.000035,0,gpxslicer,0.83181899
12741,12741,htable-0.1.1,1,0.000035,0,htable,0.832026299
12742,12742,acapi2-2.1.2,5,0.000035,0,acapi,0.811340448
12743,12743,requests-cache-0.9.1,7,0.000041,0.00046,requests-cache,0.587670809
12744,12744,hathorsdk-2021.12.29,2,0.000035,0,hathorsdk,0.711121999
12745,12745,graph-mate-0.1.1,1,0.000035,0,graph-mate,0.662498841
12746,12746,greenviz-2.0.2,11,0.000035,0,greenviz,0.847119082
12747,12747,google-apitools-storage-v1-0.4.20150723,4,0.000035,0,google-apitools-storage-v,0.730062182
12748,12748,grapeshot-signal-sdk-0.0.1a1,1,0.000035,0,grapeshot-signal-sdk- a,0.671641247
12749,12749,125softnlp-0.0.1,1,0.000035,0,softnlp,0.753495744
12750,12750,gym-recsys-0.0.3,8,0.000035,0,gym-recsys,0.711007785
12751,12751,greenado-0.2.5,2,0.000035,0,greenado,0.685838963
12752,12752,haesleinhuepf-pyqode-python-2.15.2,5,0.000035,0,haesleinhuepf-pyqode-python,0.784248029
12753,12753,gym-fantasy-football-auction-1.7,4,0.000035,0,gym-fantasy-football-auction,0.848203586
12754,12754,fantasy-football-auction-0.9.97,1,0.000042,0.00046,fantasy-football-auction,0.712791308
12755,12755,gym-0.9.5,5,0.000042,0.00046,gym,0.678585024
12756,12756,hass-smartthings-remove-1.0.1,2,0.000035,0,hass-smartthings-remove,0.695180618
12757,12757,pysmartthings-0.6.3,2,0.00005,0.00046,pysmartthings,0.652592853
12758,12758,host-helper-2.0,1,0.000035,0,host-helper,0.847741669
12759,12759,gurobipy-pandas-1.0.0,2,0.000035,0,gurobipy-pandas,0.68372514
12760,12760,git-stacktrace-1.0.0,1,0.000035,0,git-stacktrace,0.669575407
12761,12761,whatthepatch-1.0.4,1,0.000065,0.00046,whatthepatch,0.703835479
12762,12762,accentdatabase-0.0.5,2,0.000035,0,accentdatabase,0.711041496
12763,12763,hyperengine-0.1.1,3,0.000035,0,hyperengine,0.831866708
12764,12764,herre-0.3.17,5,0.000035,0,herre,0.829648747
12765,12765,koil-0.2.13,3,0.000041,0.00046,koil,0.671641247
12766,12766,hamster-cli-0.12.0,7,0.000035,0,hamster-cli,0.681534683
12767,12767,git-remote-hg3-0.1.1,1,0.000035,0,git-remote-hg,0.812245274
12768,12768,gmgc-mapper-0.2.0,6,0.000035,0,gmgc-mapper,0.812444154
12769,12769,gpm-1.0.0,2,0.000035,0,gpm,0.831765821
12770,12770,haralyzer-api-0.1.2,10,0.000035,0,haralyzer-api,0.695500204
12771,12771,haralyzer-2.2.0,3,0.000038,0.00046,haralyzer,0.760721373
12772,12772,hg-number-0.0.5,1,0.000035,0,hg-number,0.831597533
12773,12773,gizio-0.1.0,4,0.000035,0,gizio,0.711028497
12774,12774,grfs-0.1.1,2,0.000035,0,grfs,0.831895399
12775,12775,fusepy-2.0.4,2,0.00006,0.00091,fusepy,0.764794131
12776,12776,hovertools-0.1.6,3,0.000035,0,hovertools,0.831553701
12777,12777,healthchecks-io-0.4.0,4,0.000035,0,healthchecks-io,0.819316042
12778,12778,gluoncv2-0.0.64,1,0.000035,0,gluoncv,0.809198203
12779,12779,iamq-0.0.1,2,0.000035,0,iamq,0.831821937
12780,12780,hcpinterface-2.3.4,3,0.000035,0,hcpinterface,0.815156391
12781,12781,boto3-1.12.34,4,0.000045,0.00046,boto,0.49978448
12782,12782,hdptest-0.7,3,0.000035,0,hdptest,0.848241007
12783,12783,ipytest-0.13.1,4,0.000045,0.00046,ipytest,0.660162971
12784,12784,hookee-2.0.7,6,0.000035,0,hookee,0.834311135
12785,12785,happyml-0.0.5,2,0.000035,0,happyml,0.832348755
12786,12786,google-news-feed-1.0.0,3,0.000035,0,google-news-feed,0.695232651
12787,12787,hgpmatch-1.0.1,3,0.000035,0,hgpmatch,0.84761905
12788,12788,matching-1.4,1,0.000045,0.00046,matching,0.811522314
12789,12789,iaccess-0.4.2,2,0.000035,0,iaccess,0.694928105
12790,12790,highway-py-0.2.2,2,0.000035,0,highway-py,0.83225514
12791,12791,websockets-3.4,1,0.00005,0.00046,websockets,0.616334727
12792,12792,guessproj-0.5,3,0.000035,0,guessproj,0.831497274
12793,12793,hizashi-utils-0.4.1,1,0.000035,0,hizashi-utils,0.832698595
12794,12794,django-1.7.11,1,0.000065,0.00046,django,0.544936339
12795,12795,gituhubu-0.2.0,4,0.000035,0,gituhubu,0.847625504
12796,12796,getch-1.0,1,0.000042,0.00046,getch,0.671641247
12797,12797,iterfzf-0.5.0.20.0,2,0.000042,0.00046,iterfzf,0.797589317
12798,12798,hubspot-api-client-7.5.0,4,0.000035,0,hubspot-api-client,0.763423167
12799,12799,hockeydata-0.0.3,6,0.000035,0,hockeydata,0.710956989
12800,12800,htbulma-0.9.5,1,0.000035,0,htbulma,0.831056882
12801,12801,htag-0.9.42,1,0.000065,0.00046,htag,0.83030851
12802,12802,gtfast-0.0.3,3,0.000035,0,gtfast,0.831826977
12803,12803,pydk-0.0.54,2,0.000045,0.00046,pydk,0.646932386
12804,12804,licorice-font-0.0.3,2,0.000073,0.00048,licorice-font,0.648755735
12805,12805,grapht-0.0.1,2,0.000035,0,grapht,0.684159057
12806,12806,gybe-0.2.2,3,0.000035,0,gybe,0.84754617
12807,12807,h5sh-0.1.1,5,0.000035,0,h sh,0.812203618
12808,12808,gorilla2d-0.2.8.7,11,0.000035,0,gorilla d,0.658687011
12809,12809,hbase-1.0.0,2,0.000035,0,hbase,0.695154261
12810,12810,google-api-helper-0.3.1,3,0.000035,0,google-api-helper,0.820535603
12811,12811,hisaapi-1.0,1,0.000035,0,hisaapi,0.831877548
12812,12812,investpy-1.0.8,8,0.000065,0.00046,investpy,0.641468986
12813,12813,hdxpop-0.0.4,2,0.000035,0,hdxpop,0.831733239
12814,12814,grnhse-api-0.1.1,2,0.000035,0,grnhse-api,0.820699939
12815,12815,pytest-runner-4.2,1,0.00005,0.00046,pytest-runner,0.76844719
